locality,property_type,area_sqft,bedrooms,bathrooms,balconies,age_years,floor,total_floors,parking,furnishing,facing,gym,swimming_pool,security,power_backup,lift,price
Miyapur,Apartment,1490,2,1,2,0,5,7,1,Fully Furnished,West,1,1,1,1,1,9685000
Kondapur,Apartment,2265,3,2,2,0,5,7,1,Fully Furnished,North,1,1,1,1,1,15800000
Rajendra Nagar,Apartment,1280,3,2,2,4,6,7,1,Fully Furnished,North,1,1,1,1,1,8343000
Kondapur,Apartment,2225,3,2,2,0,6,10,1,Fully Furnished,East,1,1,1,1,1,15500000
Rajendra Nagar,Apartment,1327,3,2,2,4,10,12,1,Fully Furnished,North-West,1,1,1,1,1,8649000
Rajendra Nagar,Apartment,1324,3,2,2,4,2,20,1,Fully Furnished,North,1,1,1,1,1,8599000
Kondapur,Apartment,2160,3,2,2,0,4,5,1,Fully Furnished,East,1,1,1,1,1,15100000
Rajendra Nagar,Apartment,1314,3,2,2,4,3,7,1,Fully Furnished,North-East,1,1,1,1,1,8564000
Rajendra Nagar,Apartment,1312,3,2,2,4,3,7,1,Fully Furnished,East,1,1,1,1,1,8551000
Rajendra Nagar,Apartment,1280,3,2,2,4,2,5,1,Fully Furnished,North-East,1,1,1,1,1,8343000
Rajendra Nagar,Apartment,1327,3,2,2,4,9,15,1,Fully Furnished,North-West,1,1,1,1,1,8649000
Rajendra Nagar,Apartment,1324,3,2,2,4,8,15,1,Fully Furnished,South,1,1,1,1,1,8599000
Rajendra Nagar,Apartment,1315,3,2,2,4,15,20,1,Fully Furnished,South,1,1,1,1,1,9499000
Rajendra Nagar,Apartment,1314,3,2,2,4,7,20,1,Fully Furnished,West,1,1,1,1,1,8564000
Rajendra Nagar,Apartment,1312,3,2,2,4,4,15,1,Fully Furnished,North-West,1,1,1,1,1,8551000
Rajendra Nagar,Apartment,1280,3,2,2,4,6,12,1,Fully Furnished,North,1,1,1,1,1,8343000
Rajendra Nagar,Apartment,1221,3,2,2,4,3,12,1,Fully Furnished,South,1,1,1,1,1,8820000
Rajendra Nagar,Apartment,1314,3,2,2,4,4,5,1,Fully Furnished,North-East,1,1,1,1,1,8564000
Rajendra Nagar,Apartment,1327,3,2,2,4,11,15,1,Fully Furnished,North-West,1,1,1,1,1,8649000
Rajendra Nagar,Apartment,1221,3,2,2,4,12,15,1,Semi-Furnished,North-East,1,0,1,1,1,7958000
Kondapur,Apartment,2150,3,2,2,0,9,10,1,Fully Furnished,West,1,1,1,1,1,15000000
Kokapet,Apartment,6566,4,3,2,0,19,20,1,Fully Furnished,North-West,1,1,1,1,1,58400000
Sanath Nagar,Apartment,1520,2,1,2,0,4,24,1,Fully Furnished,North,1,1,1,1,1,9121000
Sanath Nagar,Apartment,1407,2,1,2,0,13,15,1,Fully Furnished,North-East,1,1,1,1,1,8442000
Sanath Nagar,Apartment,1292,2,1,2,0,7,15,1,Semi-Furnished,North,0,0,1,1,1,7753000
Puppalaguda,Apartment,2708,4,3,2,4,4,5,1,Fully Furnished,West,1,1,1,1,1,23500000
Sanath Nagar,Apartment,1405,2,1,2,0,2,12,1,Fully Furnished,West,1,1,1,1,1,8428000
Sanath Nagar,Apartment,1279,2,1,2,0,5,15,1,Semi-Furnished,North,1,0,1,1,1,7670999
Sanath Nagar,Apartment,1270,2,1,2,0,9,24,1,Semi-Furnished,South,1,0,1,1,1,7618000
Sanath Nagar,Apartment,1290,2,1,2,0,10,12,1,Semi-Furnished,West,0,0,1,1,1,7741000
Sanath Nagar,Apartment,1324,2,1,2,0,6,12,1,Semi-Furnished,North,1,0,1,1,1,7941000
Puppalaguda,Apartment,2848,4,3,2,4,1,5,1,Fully Furnished,West,1,1,1,1,1,19900000
Puppalaguda,Apartment,2713,4,3,2,4,17,20,1,Fully Furnished,South,1,1,1,1,1,18900000
Narsingi,Apartment,3020,4,3,2,0,5,20,1,Fully Furnished,West,1,1,1,1,1,23200000
Narsingi,Apartment,2180,3,2,2,0,4,10,1,Fully Furnished,East,1,1,1,1,1,16700000
Narsingi,Apartment,2165,3,2,2,0,2,12,1,Fully Furnished,East,1,1,1,1,1,16600000
Narsingi,Apartment,2160,3,2,2,0,9,20,1,Fully Furnished,East,1,1,1,1,1,16600000
Narsingi,Apartment,1915,3,2,2,0,5,12,1,Fully Furnished,North,1,1,1,1,1,14700000
Nanakramguda,Apartment,4340,4,3,2,4,4,12,1,Fully Furnished,East,1,1,1,1,1,31000000
Nanakramguda,Apartment,2220,3,2,2,0,2,20,1,Fully Furnished,East,1,1,1,1,1,18000000
Nanakramguda,Apartment,2210,3,2,2,0,7,15,1,Fully Furnished,North-West,1,1,1,1,1,16700000
Rajendra Nagar,Apartment,941,2,1,2,4,3,10,1,Semi-Furnished,North-East,1,0,1,1,1,6133000
Manikonda,Apartment,1875,3,2,2,0,3,10,1,Fully Furnished,West,1,1,1,1,1,14500000
Toli Chowki,Apartment,4037,4,3,2,4,8,15,1,Fully Furnished,North-West,1,1,1,1,1,30200000
Appa Junction Peerancheru,Apartment,1562,2,1,2,0,1,20,1,Fully Furnished,East,1,1,1,1,1,8590000
Toli Chowki,Apartment,3620,4,3,2,4,4,7,1,Fully Furnished,North,1,1,1,1,1,27100000
Rajendra Nagar,Apartment,940,2,1,2,4,10,20,1,Semi-Furnished,North,0,0,1,1,1,6126000
Toli Chowki,Apartment,3593,3,2,2,4,2,10,1,Fully Furnished,West,1,1,1,1,1,26900000
Appa Junction Peerancheru,Apartment,1659,3,2,2,0,5,10,1,Fully Furnished,West,1,1,1,1,1,9124000
Kismatpur,Villa,3403,4,3,2,4,1,2,2,Fully Furnished,West,1,1,1,1,0,29000000
Manikonda,Apartment,1780,3,2,2,0,6,12,1,Fully Furnished,West,1,1,1,1,1,13700000
Rajendra Nagar,Apartment,935,2,1,2,4,15,20,1,Semi-Furnished,South,0,0,1,1,1,6094000
Toli Chowki,Apartment,2563,3,2,2,4,7,12,1,Fully Furnished,East,1,1,1,1,1,19200000
Appa Junction Peerancheru,Apartment,1663,3,2,2,0,2,12,1,Fully Furnished,East,1,1,1,1,1,9146000
Rajendra Nagar,Apartment,931,2,1,2,4,1,7,1,Semi-Furnished,East,1,0,1,1,1,6068000
Manikonda,Apartment,1172,2,1,2,0,9,12,1,Fully Furnished,East,1,1,1,1,1,9083000
Rajendra Nagar,Apartment,929,2,1,2,4,3,12,1,Semi-Furnished,North,1,0,1,1,1,6055000
Appa Junction Peerancheru,Apartment,1666,3,2,2,0,1,15,1,Fully Furnished,East,1,1,1,1,1,9163000
Manikonda,Apartment,1030,2,1,2,0,8,15,1,Semi-Furnished,North-East,0,0,1,1,1,7981999
Rajendra Nagar,Apartment,941,2,1,2,4,7,12,1,Semi-Furnished,East,1,0,1,1,1,6133000
Appa Junction Peerancheru,Apartment,1713,3,2,2,0,11,12,1,Fully Furnished,East,1,1,1,1,1,9421000
Appa Junction Peerancheru,Apartment,1788,3,2,2,4,14,20,1,Fully Furnished,North,1,1,1,1,1,9834000
Kondapur,Apartment,1955,3,2,2,0,9,10,1,Fully Furnished,East,1,1,1,1,1,14200000
Kokapet,Apartment,1770,3,2,2,4,4,12,1,Fully Furnished,North,1,1,1,1,1,11500000
Kismatpur,Villa,4729,4,3,2,4,1,2,2,Fully Furnished,South,1,1,1,1,0,43900000
Appa Junction Peerancheru,Apartment,1707,3,2,2,4,11,20,1,Fully Furnished,East,1,1,1,1,1,9388000
Kismatpur,Villa,5143,4,3,2,4,0,1,2,Fully Furnished,East,1,1,1,1,0,47800000
Appa Junction Peerancheru,Apartment,1972,3,2,2,4,5,15,1,Fully Furnished,West,1,1,1,1,1,10800000
Gachibowli,Villa,3990,4,3,2,4,0,1,2,Fully Furnished,East,1,1,1,1,0,30700000
Appa Junction Peerancheru,Apartment,1966,3,2,2,4,8,15,1,Fully Furnished,East,1,1,1,1,1,10800000
Rajendra Nagar,Apartment,610,1,1,1,4,6,12,1,Semi-Furnished,East,1,0,1,1,1,4800000
Appa Junction Peerancheru,Apartment,1784,3,2,2,4,4,10,1,Fully Furnished,East,1,1,1,1,1,9812000
Rajendra Nagar,Apartment,380,1,1,1,4,2,10,1,Semi-Furnished,North,0,0,1,1,1,3399000
Gachibowli,Villa,3925,4,3,2,4,0,1,2,Fully Furnished,North,1,1,1,1,0,51000000
Appa Junction Peerancheru,Apartment,1568,2,1,2,4,1,10,1,Fully Furnished,North,1,1,1,1,1,10600000
Gachibowli,Villa,3895,4,3,2,4,0,1,2,Fully Furnished,East,1,1,1,1,0,50600000
Rajendra Nagar,Apartment,593,1,1,1,4,5,12,1,Semi-Furnished,East,0,0,1,1,1,3999000
Appa Junction Peerancheru,Apartment,1663,3,2,2,4,1,7,1,Fully Furnished,North-East,1,1,1,1,1,11300000
Gachibowli,Villa,3140,4,3,2,4,0,1,2,Fully Furnished,North,1,1,1,1,0,24100000
Gachibowli,Villa,3440,4,3,2,4,1,3,2,Fully Furnished,North-East,1,1,1,1,0,26400000
Appa Junction Peerancheru,Apartment,1642,3,2,2,4,5,7,1,Fully Furnished,West,1,1,1,1,1,11100000
Rajendra Nagar,Apartment,380,1,1,1,4,11,12,1,Semi-Furnished,North,0,0,1,1,1,3399000
Gachibowli,Villa,3925,4,3,2,4,0,2,2,Fully Furnished,North,1,1,1,1,0,51000000
Appa Junction Peerancheru,Apartment,1568,2,1,2,4,18,24,1,Fully Furnished,West,1,1,1,1,1,10600000
Gachibowli,Villa,3895,4,3,2,4,0,1,2,Fully Furnished,West,1,1,1,1,0,50600000
Rajendra Nagar,Apartment,593,1,1,1,4,8,12,1,Semi-Furnished,North,0,0,1,1,1,3999000
Appa Junction Peerancheru,Apartment,1663,3,2,2,4,2,12,1,Fully Furnished,East,1,1,1,1,1,11300000
Gachibowli,Villa,3140,4,3,2,4,0,2,2,Fully Furnished,West,1,1,1,1,0,24100000
Gachibowli,Villa,3440,4,3,2,4,1,3,2,Fully Furnished,South,1,1,1,1,0,26400000
Appa Junction Peerancheru,Apartment,1642,3,2,2,4,6,7,1,Fully Furnished,North-East,1,1,1,1,1,11100000
Rajendra Nagar,Apartment,379,1,1,1,4,2,10,1,Unfurnished,West,0,0,1,1,1,2599000
Gachibowli,Villa,3780,4,3,2,4,1,3,2,Fully Furnished,West,1,1,1,1,0,29100000
Appa Junction Peerancheru,Apartment,1638,3,2,2,4,2,15,1,Fully Furnished,East,1,1,1,1,1,11100000
Bolarum,Apartment,842,2,1,2,0,7,10,1,Semi-Furnished,North,0,0,1,1,1,5500000
Rajendra Nagar,Apartment,1193,3,2,2,4,6,15,1,Semi-Furnished,West,1,0,1,1,1,7775000
Gachibowli,Villa,3700,4,3,2,4,0,1,2,Fully Furnished,North-West,1,1,1,1,0,28400000
Gachibowli,Villa,3595,4,3,2,4,1,2,2,Fully Furnished,West,1,1,1,1,0,27600000
Rajendra Nagar,Apartment,1097,3,2,2,4,7,15,1,Semi-Furnished,West,0,0,1,1,1,7150000
Appa Junction Peerancheru,Apartment,1633,3,2,2,4,11,24,1,Fully Furnished,North,1,1,1,1,1,11100000
Gachibowli,Villa,3580,4,3,2,4,1,3,2,Fully Furnished,South,1,1,1,1,0,27500000
Rajendra Nagar,Apartment,1092,3,2,2,4,1,12,1,Semi-Furnished,West,0,0,1,1,1,7117000
Nanakramguda,Apartment,1565,3,2,2,0,15,20,1,Fully Furnished,West,1,1,1,1,1,10000000
Nanakramguda,Apartment,1765,3,2,2,0,11,12,1,Fully Furnished,North-West,1,1,1,1,1,11200000
Nanakramguda,Apartment,1475,3,2,2,0,14,20,1,Fully Furnished,East,1,1,1,1,1,9440000
Nanakramguda,Apartment,1385,2,1,2,0,1,20,1,Fully Furnished,North-East,1,1,1,1,1,8864000
Nanakramguda,Apartment,1450,3,2,2,0,5,10,1,Fully Furnished,East,1,1,1,1,1,9280000
Nanakramguda,Apartment,1150,2,1,2,0,9,15,1,Semi-Furnished,South,0,0,1,1,1,7359999
Tellapur,Villa,3399,3,2,2,4,1,3,2,Fully Furnished,North,1,1,1,1,0,25500000
Tellapur,Villa,3333,3,2,2,4,1,3,2,Fully Furnished,West,1,1,1,1,0,23300000
Tellapur,Villa,3600,3,2,2,4,1,3,2,Fully Furnished,North-East,1,1,1,1,0,27000000
Puppalaguda,Apartment,1725,2,1,2,0,1,5,1,Fully Furnished,East,1,1,1,1,1,12400000
Puppalaguda,Apartment,1500,2,1,2,0,16,20,1,Fully Furnished,East,1,1,1,1,1,10800000
Pocharam,Apartment,1475,3,2,2,0,5,15,1,Fully Furnished,North,1,1,1,1,1,8105000
Pocharam,Apartment,1900,3,2,2,0,9,12,1,Fully Furnished,West,1,1,1,1,1,8550000
Pocharam,Apartment,1665,3,2,2,0,2,7,1,Semi-Furnished,North,0,0,1,1,1,7492000
Pocharam,Apartment,1250,2,1,2,0,4,12,1,Semi-Furnished,East,1,0,1,1,1,5625000
Kollur,Apartment,1495,3,2,2,0,6,15,1,Semi-Furnished,East,0,0,1,1,1,7472000
Rajendra Nagar,Apartment,1315,3,2,2,4,13,20,1,Fully Furnished,East,1,1,1,1,1,8571000
Rajendra Nagar,Apartment,1315,3,2,2,4,3,15,1,Fully Furnished,East,1,1,1,1,1,8571000
Rajendra Nagar,Apartment,1221,3,2,2,4,1,20,1,Semi-Furnished,West,1,0,1,1,1,7958000
Rajendra Nagar,Apartment,1221,3,2,2,4,6,7,1,Semi-Furnished,South,0,0,1,1,1,7958000
Rajendra Nagar,Villa,6484,4,3,2,4,0,1,2,Fully Furnished,North-East,1,1,1,1,0,140000000
Mallampet,Apartment,1100,2,1,2,0,1,10,1,Semi-Furnished,North-East,1,0,1,1,1,3960000
Rajendra Nagar,Villa,6486,4,3,2,4,1,3,2,Fully Furnished,East,1,1,1,1,0,140000000
Kondapur,Apartment,5999,4,3,2,0,5,12,1,Fully Furnished,West,1,1,1,1,1,95600000
Gandipet,Apartment,1120,2,1,2,0,9,12,1,Semi-Furnished,East,1,0,1,1,1,6495999
Nagaram,Apartment,1325,3,2,2,0,1,12,1,Semi-Furnished,East,1,0,1,1,1,6293000
Kokapet,Apartment,2124,3,2,2,4,6,12,1,Fully Furnished,North,1,1,1,1,1,24400000
Gandipet,Apartment,1210,2,1,2,0,3,7,1,Semi-Furnished,East,0,0,1,1,1,7018000
Mallampet,Apartment,1050,2,1,2,0,2,10,1,Semi-Furnished,East,0,0,1,1,1,3779999
Toli Chowki,Apartment,2945,3,2,2,4,3,12,1,Fully Furnished,North-East,1,1,1,1,1,30000000
Manchirevula,Apartment,1250,2,1,2,4,8,12,1,Fully Furnished,West,1,1,1,1,1,9725000
Gandipet,Apartment,1190,2,1,2,0,6,12,1,Semi-Furnished,West,0,0,1,1,1,6902000
Uppal,Apartment,1600,3,2,2,4,12,20,1,Semi-Furnished,East,1,0,1,1,1,7600000
Uppal,Apartment,1170,2,1,2,4,5,7,1,Semi-Furnished,East,0,0,1,1,1,5500000
Nagaram,Apartment,1450,3,2,2,0,4,10,1,Semi-Furnished,North-East,1,0,1,1,1,6887000
Kollur,Apartment,1050,2,1,2,0,7,15,1,Semi-Furnished,East,1,0,1,1,1,3779999
Kokapet,Apartment,1940,3,2,2,4,18,20,1,Fully Furnished,West,1,1,1,1,1,17600000
Bollaram Industrial Area,Apartment,1050,2,1,2,0,11,15,1,Semi-Furnished,East,0,0,1,1,1,3779999
Serilingampally,Apartment,1050,2,1,2,0,3,5,1,Semi-Furnished,West,1,0,1,1,1,3779999
Kokapet,Apartment,1180,2,1,2,0,5,12,1,Fully Furnished,East,1,1,1,1,1,8848000
Bandlaguda Jagir,Independent House,1800,4,3,2,4,1,2,1,Fully Furnished,South,1,1,1,1,0,16000000
Gachibowli,Villa,5200,5,4,2,4,0,2,2,Fully Furnished,North-East,1,1,1,1,0,107500000
Bandlaguda Jagir,Villa,2800,3,2,2,0,0,1,2,Fully Furnished,South,1,1,1,1,0,21000000
Kismatpur,Villa,2800,3,2,2,0,0,2,2,Fully Furnished,East,1,1,1,1,0,21000000
Serilingampally,Apartment,1877,3,2,2,0,19,20,1,Fully Furnished,North-East,1,1,1,1,1,13500000
Mallampet,Apartment,1050,2,1,2,0,5,7,1,Semi-Furnished,North,0,0,1,1,1,3779999
Puppalaguda,Apartment,4500,4,3,2,0,5,15,1,Fully Furnished,West,1,1,1,1,1,40400000
Tellapur,Villa,4146,4,3,2,4,1,3,2,Fully Furnished,North,1,1,1,1,0,85000000
Serilingampally,Apartment,1877,3,2,2,0,3,10,1,Fully Furnished,East,1,1,1,1,1,13500000
Manikonda,Apartment,1250,2,1,2,0,10,12,1,Fully Furnished,East,1,1,1,1,1,8320000
Nagaram,Apartment,1160,2,1,2,4,2,15,1,Semi-Furnished,South,0,0,1,1,1,5072000
Isnapur,Apartment,915,2,1,2,4,4,12,1,Semi-Furnished,East,0,0,1,1,1,3900000
Isnapur,Apartment,915,2,1,2,4,11,20,1,Semi-Furnished,North,1,0,1,1,1,3900000
Nagaram,Apartment,1170,2,1,2,4,4,7,1,Semi-Furnished,West,1,0,1,1,1,5114000
Bandlaguda Jagir,Independent House,2200,4,3,2,4,1,2,1,Fully Furnished,North-East,0,1,1,1,0,16300000
Serilingampally,Apartment,2540,3,2,2,0,7,12,1,Fully Furnished,North-West,1,1,1,1,1,18200000
Kondapur,Apartment,1958,3,2,2,0,1,10,1,Fully Furnished,North-East,1,1,1,1,1,14000000
Manikonda,Apartment,1420,3,2,2,0,10,12,1,Fully Furnished,East,1,1,1,1,1,8804000
Sainikpuri,Independent Floor,2100,3,2,2,4,1,3,0,Fully Furnished,East,0,1,1,1,0,12900000
Narsingi,Apartment,1501,3,2,2,0,6,12,1,Fully Furnished,West,1,1,1,1,1,9306000
Lb Nagar,Apartment,1290,2,1,2,4,1,20,1,Semi-Furnished,East,1,0,1,1,1,7480000
Kondapur,Apartment,1571,3,2,2,0,10,12,1,Fully Furnished,East,1,1,1,1,1,10600000
Lb Nagar,Apartment,1350,2,1,2,4,5,7,1,Semi-Furnished,North,1,0,1,1,1,7800000
Pocharam,Apartment,1251,2,1,2,4,6,15,1,Semi-Furnished,North,1,0,1,1,1,5800000
Lb Nagar,Apartment,1290,2,1,2,4,9,12,1,Semi-Furnished,North-West,0,0,1,1,1,7480000
Bandlaguda Jagir,Apartment,1450,2,1,2,0,10,15,1,Fully Furnished,East,1,1,1,1,1,9890000
Banjara Hills,Independent House,5000,4,3,2,4,1,3,1,Fully Furnished,East,0,1,1,1,0,173500000
Kapra,Apartment,3150,4,3,2,0,10,12,1,Fully Furnished,East,1,1,1,1,1,18900000
Patancheru,Apartment,1015,2,1,2,4,16,20,1,Semi-Furnished,North-East,0,0,0,0,1,3200000
Sainikpuri,Apartment,1640,3,2,2,4,11,12,1,Fully Furnished,South,1,1,1,1,1,8500000
As Rao Nagar,Apartment,2100,3,2,2,4,2,15,1,Fully Furnished,North-East,1,1,1,1,1,13000000
Kollur,Villa,4146,4,3,2,4,1,2,2,Fully Furnished,South,1,1,1,1,0,67500000
Tellapur,Villa,3223,4,3,2,4,1,3,2,Fully Furnished,South,1,1,1,1,0,57600000
Manikonda,Apartment,1065,2,1,2,4,9,15,1,Fully Furnished,South,1,1,1,1,1,9159000
Mallampet,Apartment,1050,2,1,2,0,4,7,1,Semi-Furnished,East,1,0,1,1,1,3900000
Velimela,Apartment,1665,3,2,2,0,2,7,1,Fully Furnished,East,1,1,1,1,1,10500000
Puppalaguda,Independent House,3500,4,3,2,4,0,1,1,Fully Furnished,South,0,1,1,1,0,28000000
Patancheru,Apartment,1050,2,1,2,0,2,10,1,Semi-Furnished,South,0,0,1,1,1,3900000
Manikonda,Apartment,2235,3,2,2,4,5,12,1,Fully Furnished,East,1,1,1,1,1,20000000
Nagaram,Villa,2040,3,2,2,4,0,2,2,Fully Furnished,North-East,1,1,1,1,0,15000000
Sainikpuri,Independent House,6500,4,3,2,4,1,2,1,Fully Furnished,East,1,0,1,1,0,98500000
Sainikpuri,Villa,5200,4,3,2,4,0,1,2,Fully Furnished,East,1,1,1,1,0,80000000
Sainikpuri,Independent House,3500,3,2,2,4,1,2,1,Fully Furnished,North,1,0,1,1,0,38500000
Kismatpur,Independent House,2250,3,2,2,0,1,2,1,Fully Furnished,East,0,0,1,1,0,15500000
Nagole,Apartment,2000,3,2,2,4,9,10,1,Fully Furnished,East,1,1,1,1,1,13200000
Gachibowli,Apartment,1280,2,1,2,0,2,12,1,Fully Furnished,West,1,1,1,1,1,8960000
Gachibowli,Apartment,1150,2,1,2,0,7,10,1,Fully Furnished,South,1,1,1,1,1,8050000
Chandanagar,Apartment,1985,3,2,2,0,3,15,1,Fully Furnished,East,1,1,1,1,1,11500000
Kondapur,Apartment,2785,3,2,2,4,7,12,1,Fully Furnished,East,1,1,1,1,1,37600000
Narsingi,Apartment,1290,2,1,2,4,11,15,1,Semi-Furnished,North,0,0,1,1,1,7998000
Neknampur,Apartment,1203,2,1,2,0,14,24,1,Fully Furnished,East,1,1,1,1,1,8421000
Manikonda,Apartment,1440,2,1,2,4,2,7,1,Fully Furnished,North,1,1,1,1,1,8928000
Neknampur,Apartment,1162,2,1,2,0,7,10,1,Semi-Furnished,East,1,0,1,1,1,6972000
Puppalaguda,Apartment,1190,2,1,2,0,4,15,1,Semi-Furnished,West,1,0,1,1,1,7020999
Puppalaguda,Apartment,1240,2,1,2,0,1,7,1,Semi-Furnished,South,1,0,1,1,1,7316000
Manikonda,Apartment,1600,3,2,2,0,9,12,1,Fully Furnished,West,1,1,1,1,1,11500000
Chandanagar,Apartment,1150,2,1,2,0,6,10,1,Semi-Furnished,North,1,0,1,1,1,6000000
Kukatpally,Apartment,1585,3,2,2,0,4,12,1,Semi-Furnished,North,0,0,1,1,1,7150000
Kukatpally,Apartment,1685,3,2,2,0,2,12,1,Semi-Furnished,North-East,0,0,1,1,1,7500000
Puppalaguda,Apartment,1900,3,2,2,0,12,15,1,Fully Furnished,West,1,1,1,1,1,12000000
Kapra,Villa,2592,3,2,2,4,0,2,2,Fully Furnished,South,1,1,1,1,0,15000000
Chandanagar,Apartment,1166,2,1,2,4,6,12,1,Semi-Furnished,North-West,1,0,1,1,1,7112000
Neknampur,Apartment,1201,2,1,2,0,3,12,1,Fully Furnished,South,1,1,1,1,1,8500000
Kapra,Villa,4509,5,4,2,4,1,3,2,Fully Furnished,North,1,1,1,1,0,18500000
Narsingi,Apartment,1350,2,1,2,0,3,10,1,Fully Furnished,North,1,1,1,1,1,10700000
Puppalaguda,Apartment,1162,2,1,2,0,2,10,1,Semi-Furnished,South,0,0,1,1,1,7500000
Narsingi,Apartment,1650,2,1,2,0,2,24,1,Fully Furnished,North,1,1,1,1,1,13100000
Osman Nagar,Apartment,1655,2,1,2,0,3,12,1,Fully Furnished,East,1,1,1,1,1,11900000
Nacharam,Apartment,1238,2,1,2,4,14,15,1,Semi-Furnished,East,1,0,1,1,1,6000000
Nizampet,Apartment,1642,3,2,2,4,6,10,1,Fully Furnished,South,1,1,1,1,1,10300000
Nizampet,Apartment,1700,3,2,2,4,4,12,1,Fully Furnished,East,1,1,1,1,1,10700000
Moosapet,Apartment,1440,3,2,2,0,15,24,1,Fully Furnished,South,1,1,1,1,1,8208000
Moosapet,Apartment,1840,3,2,2,0,9,10,1,Fully Furnished,West,1,1,1,1,1,10400000
Shaikpet,Apartment,1750,3,2,2,0,12,20,1,Fully Furnished,North,1,1,1,1,1,15000000
Krishna Nagar Colony,Apartment,2213,3,2,2,4,8,10,1,Fully Furnished,East,1,1,1,1,1,15000000
Bowenpally,Independent House,4000,5,4,2,4,1,2,1,Fully Furnished,East,1,1,1,1,0,32500000
Kistareddypet,Apartment,1100,2,1,2,4,13,20,1,Semi-Furnished,North-West,0,0,1,1,1,3900000
Miyapur,Apartment,1500,3,2,2,4,3,7,1,Fully Furnished,North-East,1,1,1,1,1,9500000
Tellapur,Apartment,1840,3,2,2,4,5,10,1,Fully Furnished,North,1,1,1,1,1,19500000
Kistareddypet,Apartment,1050,2,1,2,4,8,15,1,Semi-Furnished,West,0,0,1,1,1,4150000
Kukatpally,Apartment,3157,4,3,2,0,9,12,1,Fully Furnished,South,1,1,1,1,1,23900000
Kukatpally,Apartment,4002,4,3,2,0,4,15,1,Fully Furnished,North-West,1,1,1,1,1,30400000
Kukatpally,Apartment,3052,4,3,2,0,2,15,1,Fully Furnished,East,1,1,1,1,1,23100000
Patancheru,Villa,3360,4,3,2,0,1,2,2,Fully Furnished,South,1,1,1,1,0,17400000
Aminpur,Apartment,1745,3,2,2,0,16,20,1,Semi-Furnished,North,1,0,1,1,1,7200000
Adikmet,Apartment,950,2,1,2,4,4,12,1,Semi-Furnished,West,1,0,1,1,1,4200000
Kokapet,Apartment,6565,4,3,2,0,14,15,1,Fully Furnished,East,1,1,1,1,1,88600000
Manikonda,Apartment,2695,3,2,2,0,2,7,1,Fully Furnished,West,1,1,1,1,1,16700000
Kokapet,Apartment,2185,2,1,2,4,9,10,1,Fully Furnished,West,1,1,1,1,1,18500000
Kondapur,Apartment,2534,3,2,2,4,3,7,1,Fully Furnished,West,1,1,1,1,1,25000000
Narayanguda,Apartment,1120,2,1,2,4,1,10,1,Semi-Furnished,South,1,0,1,1,1,7500000
Narayanguda,Apartment,1120,2,1,2,4,4,10,1,Semi-Furnished,South,1,0,1,1,1,6700000
Nallakunta,Apartment,925,2,1,2,4,4,10,1,Semi-Furnished,North,0,0,1,1,1,5500000
Narayanguda,Apartment,1520,3,2,2,4,6,20,1,Fully Furnished,North-East,1,1,1,1,1,12500000
Himayat Nagar,Apartment,890,2,1,2,4,11,20,1,Semi-Furnished,West,0,0,1,1,1,4200000
Miyapur,Apartment,1333,3,2,2,0,5,12,1,Fully Furnished,East,1,1,1,1,1,9800000
HITEC City,Apartment,1450,2,1,2,0,1,12,1,Fully Furnished,East,1,1,1,1,1,8200000
Moosapet,Apartment,1850,3,2,2,0,2,7,1,Semi-Furnished,North-East,0,0,1,1,1,7770000
Gachibowli,Apartment,1820,3,2,2,0,14,15,1,Fully Furnished,East,1,1,1,1,1,9400000
Kukatpally,Apartment,1590,3,2,2,0,14,20,1,Fully Furnished,West,1,1,1,1,1,11900000
Kukatpally,Apartment,1325,2,1,2,0,16,20,1,Fully Furnished,East,1,1,1,1,1,9937000
Kukatpally,Apartment,1590,3,2,2,0,9,10,1,Fully Furnished,South,1,1,1,1,1,11900000
Kukatpally,Apartment,1325,2,1,2,0,3,10,1,Fully Furnished,West,1,1,1,1,1,9937000
HITEC City,Apartment,2125,3,2,2,0,2,10,1,Fully Furnished,South,1,1,1,1,1,15500000
Miyapur,Apartment,1509,3,2,2,0,4,10,1,Fully Furnished,West,1,1,1,1,1,9808000
Miyapur,Apartment,2325,3,2,2,0,10,12,1,Fully Furnished,East,1,1,1,1,1,15500000
Kukatpally,Apartment,2895,3,2,2,0,1,20,1,Fully Furnished,North,1,1,1,1,1,21100000
Kukatpally,Apartment,1325,2,1,2,0,14,20,1,Fully Furnished,East,1,1,1,1,1,9900000
Hafeezpet,Apartment,1215,2,1,2,0,6,7,1,Fully Furnished,West,1,1,1,1,1,8200000
Hafeezpet,Apartment,1940,3,2,2,0,3,20,1,Fully Furnished,West,1,1,1,1,1,13000000
Bachupally,Apartment,1365,3,2,2,0,6,24,1,Fully Furnished,North-East,1,1,1,1,1,9300000
Gachibowli,Apartment,1909,3,2,2,0,5,7,1,Fully Furnished,North-East,1,1,1,1,1,12900000
HITEC City,Apartment,1909,3,2,2,0,5,7,1,Fully Furnished,East,1,1,1,1,1,12900000
Kondapur,Apartment,1909,3,2,2,0,1,5,1,Fully Furnished,East,1,1,1,1,1,12900000
Osman Nagar,Apartment,1565,3,2,2,0,4,10,1,Fully Furnished,West,1,1,1,1,1,8607000
